theta,omega,alpha,theta_next,omega_next,trajectory_id,split
0.23445828511376504,2.4211948764976396,-2.45789200871711,0.25854320222257743,2.395376729495428,0,train
0.25854320222257743,2.395376729495428,-2.70500323023964,0.282357652869301,2.3671087785866836,0,train
0.282357652869301,2.3671087785866836,-2.9477973011797647,0.3058773604297952,2.3364358534209773,0,train
0.3058773604297952,2.3364358534209773,-3.1859461855767464,0.32907851262159127,2.303405956644005,0,train
0.32907851262159127,2.303405956644005,-3.419143474347727,0.3519377921372698,2.268070043146354,0,train
0.3519377921372698,2.268070043146354,-3.6471052461117988,0.37443240503084235,2.23048179177167,0,train
0.37443240503084235,2.23048179177167,-3.869570714304527,0.39654010679243223,2.190697371624783,0,train
0.39654010679243223,2.190697371624783,-4.086302660353418,0.41823922606792013,2.1487752051089437,0,train
0.41823922606792013,2.1487752051089437,-4.297087655395154,0.4395086860013453,2.1047757297836553,0,train
0.4395086860013453,2.1047757297836553,-4.5017360755590206,0.46032802319847593,2.0587611610724434,0,train
0.46032802319847593,2.0587611610724434,-4.70008191817932,0.4806774043298525,2.0107952577655603,0,train
0.4806774043298525,2.0107952577655603,-4.891982428401651,0.5005376404105514,1.960943092158536,0,train
0.5005376404105514,1.960943092158536,-5.0773175474899555,0.5198901988117341,1.909270826546346,0,train
0.5198901988117341,1.909270826546346,-5.255989195707354,0.5387172130755778,1.8558454976575958,0,train
0.5387172130755778,1.8558454976575958,-5.427920403924854,0.5570014906203015,1.8007348104663634,0,train
0.5570014906203015,1.8007348104663634,-5.593054309107156,0.5747265184356087,1.7440069426640543,0,train
0.5747265184356087,1.7440069426640543,-5.751353029538149,0.59187646688089,1.6857303609125627,0,train
0.59187646688089,1.6857303609125627,-5.902796436091839,0.6084361917089185,1.6259736498358321,0,train
0.6084361917089185,1.6259736498358321,-6.04738083604248,0.6243912344465238,1.5648053545420235,0,train
0.6243912344465238,1.5648053545420235,-6.185117585861101,0.6397278212708275,1.5022938373051504,0,train
0.6397278212708275,1.5022938373051504,-6.316031649187183,0.6544328605251121,1.4385071488752421,0,train
0.6544328605251121,1.4385071488752421,-6.4401601157198956,0.6684939390223067,1.3735129147315452,0,train
